ticker,questions_asked,answers
icicibank,"Over the last 2 quarters, in
each of the quarters, you've seen an over 30 basis points Q-o-Q increase in cost of
funds. So do we see this increase moderating from here on? ","I don't want to talk about the level, but we will see the cost of funds continue to
increase I would guess, for the next couple of quarters. And by then, the repricing
impact should have largely taken place, that trajectory will continue."
icicibank,"Any kind of colour that you could give on how much deposits have already
been repriced and how much are pending to be repriced, how much liability?","Not really, because it is a function of both scheduled and premature repayments and
also, of course, now given the growth in the deposit base itself, function of the rates
that we see incremental deposits are being raised. So, I think, you could try and look
at it based on sort of the current versus historic deposit rates and that should give a
fair idea. We still have some way to go."
icicibank,"So, in the quarter, at least on a
sequential basis, unsecured has grown much faster than secured, even housing. Is
there any challenge to asset quality in any of the segments?","we also pay
close attention to market commentary, as well as regulatory commentary and keep
looking at the portfolio and various cuts of the portfolio. So we are quite comfortable
with our origination and the quality of the portfolio that we have, as well as the
incremental volumes that we're doing. So, no concern from our side as such. I think,
we continue to see pretty decent opportunity for penetration in our existing customer
base, and also for new customer acquisition in our target segments."
icicibank,"So, firstly, on just the deposit
growth, a lot of catch-up which has happened in this particular quarter itself, getting
towards almost of 18-odd percent. So within this term deposits, incrementally how
much would have been, say, wholesale versus retail?","Since the proportion in our deposit base hasn't really changed. I think, we've always
said that 75% to 80% of our deposits overall are retail and that continues. So we've
seen pretty strong growth on the retail side. And of course, we have seen some flows
on the wholesale side as well, but retail continues to be the prime driver."
icicibank,"So,
Mahrukh also asked that question, but should we see further catch-up, maybe in the
deposits, which would have been raised currently, this would not have entirely got
reflected in terms of the cost of deposits now and that should lead to a higher cost
of deposits catch-up in the coming quarter?","As I mentioned, there is a deposit rate. Now, if you look at the retail deposit rate, it
has been more or less stable for the last 6, 7 months. So, to the extent that there are
deposits from prior periods that have to mature and reprice, that effect will play
through. In addition, of course, the growth in deposits itself. So, if you look at this
quarter, we have increased our term deposit base by about INR620 billion. So, that
growth in incremental deposit will also affect the overall cost. So we will see a
continuing increase in the cost of deposits for the next couple of quarters."
icicibank,"Sure. And second on employee costs. So, last time, you already had a one-off of the
retirement and maybe the pace was expected to moderate, but in fact, even on that
base we have seen a sequential uptake. So, you highlighted mainly the annual
incentives, but how much would be the stable level of employee cost we should look
at it? What was the one-off in terms of the annual incentives?","See, we don't really disclose the annual incentives, etc. But if you look at it, we had
done significant additions to the team in the second half of last year and we have,
of course, on top of that, added number of people in the first quarter as well. And
also, given the increments and started the year at that level. So that is what has led
to the increase in the employee cost. And from here on, we will see based on our business plans, we do expect to continue to hire, and that will start contributing to
revenues also at some point."
icicibank,"has there been any change in the way
ICICI Bank is looking at its subsidiaries now?","I don't think there is any fundamental change as far as ICICI Lombard is concerned.
As you are aware, our shareholding had come down below 50% due to an M&A that
the company has done."
icicibank,"there has been a slight increase in our NIM advances
this quarter, is it possible to share how much of this increase is due to the mix change
and growth and how much is due to repricing of loans?","So, this quarter, I think, if you look at it, we have seen some increase in our yield on
investments and on our yield on advances. I think, we did get some benefit of the
last repo hike, which happened during Q4, because the portfolio reprices over a
period of time based on the reset date. So that benefit did come. There was also
some benefit in the yield on investments, because of the repricing of some of the
floating rate bond portfolio and so on. So, assuming that repo rate remains where it
is, those kind of benefits will not be there in the subsequent quarters, that's correct."
icicibank,"One is, the attrition level at ICICI Bank, would it have gone up
in fiscal '23 versus fiscal '22?","So, first, I think on attrition we have not yet published our BRSR. That will come out
hopefully in the next 10 to 15 days, and then the numbers would be in the public
domain. I think you've seen the numbers which have come out of some of our peer
set, and they are reasonably high and that's reflective, I guess, of what is happening
across the system over the last 2 years, I would say. So I don't think that there is any
specific thing that we would want to call out really regarding attrition in our context."
icicibank,"Secondly, the growth that we're seeing in personal
loans and credit cards. So have you moderated down risk filters? Or is it due to more
cross-sells through your existing clients, like, if you could give some qualitative color
around that?","On your second question, on credit cards and personal loans, so we have not
moderated any sort of whatever diluted any risk filters on a large-scale basis. Of
course, we would always be trying to sharp shoot and sort of figure out which are the pockets where we can do more and which are the pockets that we should do
less. But broadly, I would say, our stance on risk has been quite consistent, and we
keep reviewing the portfolio and the outcome today are well within our tolerance
range."
indusindbk,how are you looking at the deposit repricing over the next few quarters?,"So, our cost of deposit, you should see the peaking out in quarter 2. And what has happened in quarter 1 is a lot of maturities, which are coming in, which were contracted at a lower price, got re-price in the retail side of the book as well as on the wholesale banking side of the book."
indusindbk,"And if I look at Slide 20, we have a 10-odd basis point increase in the wholesale banking yield and another 8 basis points in consumer banking, but our total yield has gone up by 22 basis points. So, what am I missing here?","That is because of the mix change is in favor of retail. Quarter 4, if you remember, there was strong microfinance disbursements. So, during the course of this quarter, averages were higher for retail compared to last quarter."
indusindbk,"Cost to income ratio has been increasing over the past few years. We have now close to 45%, 46% now. So how should we look at this as you go on to add more branches and invest in the business?","I've said that this year, we will end the year at 45% cost-to-income ratio. And that is what we said going to 41% to 43% in year two and stabilizing at about 40% to 41% in year three. While we may go up, at the end of the year you will see us stabilizing at 45% and we'll come back to 41% to 43% by year two. We have some initiatives and of course, the salary actions. So, this quarter has the salary appraisal part also. So that is all stabilized."
indusindbk,But did you see some downgrades because of that circular this quarter?,"No, we don't have any significant impact because of that. The numbers reflect all the circulars that are out there."
indusindbk,"Any thoughts on the promoter shareholding plans because this has been in the news for some time. And so where is the application really with RBI, what state it is?","The promoter has issued a press release, and we can only talk what is in the public domain that they want to increase the stake. The bank does not need the capital as of now. We also know that the process is still continuing, and there is no approval from RBI on the form A, as of now. So, we have to wait for the formal communication of the form A, which is the due diligence form from RBI, and that's a process which takes three months, almost two months are over. And I think, we have to wait for that announcement from the RBI or from the promoter."
indusindbk,"just wanted to understand from a deposit maturity and a renewal perspective, where are we in that journey?","I think, you would see that the yield curve between 90 days to year is almost flat. And it has come down, what happened in March was we had to raise some borrowings also as a consequence of the effect, which was happening in the US market in the liquidity market, we raised cost of borrowings at a little bit higher cost and that impact you were seeing happening."
indusindbk,"Risk weight assets have come down in the quarter with a decent balance sheet growth. So, if you can explain that and your credit risk weight to loans are probably lowest, I've seen for many years so?","So, a couple of key reasons for that. One is that some of the unrated portfolio got rated during the quarter, so that released some of the risk weights. And we also had some of the non-utilized limits getting reduced quarter-on-quarter, both for funded as well as non-funded, which caused release in the RWA."
indusindbk,"So, how confident we would be with respect to the credit cost trajectory of 1.1% to 1.3% odd percent?","So first of all, I'm comfortable with the 110 to 130 basis points, including the contingent reserve of INR400 crores to INR500 crores. We will add to the contingent resources. We've said that, and we will make sure that we do that."
indusindbk,"So, your credit cost guidance this year would factor in any additional provision for the security receipt contingent build-out and the net slippage, right?","So, we actually believe that all these costs are part of 110 basis points to 130 basis points."
indusindbk,Can you quantify the size of the non- MFI micro banking book once it increases?,"That's the merchant acquiring book that we disclosed in the loan mix. So, it's about INR4,222 crores."
infy,"On an annualized basis, you could have grown at 4% and your guidance is sub-par. So, I just wanted to
understand from you, are there deep client concerns that has, you know, made Infosys scale down the
guidance significantly?","So, the discussion on the guidance is sort of similar. We have seen many of these large and mega deal wins
really give us much more confidence in the way clients are working with us, especially on cost efficiency, even
with financial services, when we announce on transformation and also consolidation. However, there have
been delays in the start of some of these programs and the decision-making in those.
Coupled with that, we have also seen some of the volume during the quarter coming down because of clients
in the industries that I mentioned, so financial services, asset management, payments, mortgages, telco, etc.,
in those specific industries, reducing their volume of work. And those two things have combined for reducing
the guidance."
infy,"I had one more question on your deal win. You spoke about the $2 bn deal win. Would that qualify as Infosys'
biggest win that could potentially surpass Daimler?","So first, we are now sharing the deal value making sure that that is aligned to the regulations that are there.
For the past, we have actually never shared the deal value. So, it will be difficult to compare that."
infy,"The sector itself is going through a lot of people challenges, you
know, deferments of hikes and increments. So, if you can please clarify, what is the kind of hikes that you plan
to roll out this year?","Yes. So actually, on the compensations, we are actively under consideration as we speak. So, I am sure, you
will hear of it even before we finalize that, but it is under active consideration."
infy,"Short term, are you seeing more, the nature of the deals becoming more short term, ROI, cost takeout?","Yes, so we are definitely seeing consolidation, cost efficiency, automation, but we are not seeing short term,
meaning short projects like that. But those are the types of deals we are seeing which is more focused on the
efficiency as opposed to transformation."
infy,"So, Salil, you were talking about the fall in volumes across the portfolio. So, what
exactly is the reason for this fall in volume?","On the first one, the volumes, there mainly, it is clients in the industries that I was referencing, trying to maintain
their cost discipline to reduce what they consider discretionary in the short term"
infy,"I just wanted to ask about the $100 mn-plus clients, it is falling by 2 sequentially. So, is that because of the
ramp-down or is it because of projects getting completed?","So, we see many of these
sorts of actions, for example, in mortgages and financial services, or we see that in telecom, or we see that in
investment banking, or we see that in hitech. Those are the sorts of projects that typically have got less
attention in Q1."
infy,"So, have you priced in, like you said a lot of these start dates are baked in the second half of the year, 
So, the guidance now has baked in all the expected revenues, or do we see any improvement in guidance?","What we have announced as our wins on large deals and mega deals that is already in the guidance we have
given. As we go through the year, as there are more events in terms of wins, we will see what impact that has.
There could be impacts which are positive there could be impacts, depending on some of things, gets delayed
or not. But as of what we see today is what we have put into the guidance."
infy,what percentage of deals are AI led?,"On AI, first, we do not disclose the percentage of AI within our
portfolio. "
infy,"Do you see a
component of AI in majority of the deals?","However, AI or Generative AI is really transformative, and it is something that is changing everything
that is going on. For example, we are doing work, which is related to software development, which is related
to new code enhancements, migration, maintenance that covers the spectrum of the work that we do. And it is
also related to other areas, for example, voice, video, text. These are areas where we do work, which is
expanding the type of work we are doing. So, my sense is Generative AI is really going to transform everything
that is happening within our portfolio."
infy,"You said, there are some softeners in verticals like BFSI, hitech. So, will this
continue, or will it be better going forward in H2?","So there, on the first part, what we look at is, what we see within our portfolio on a daily, weekly, monthly basis.
It is, from our perspective, not something we look at as to when something will stop or not stop. We have within
our portfolio, work that we can do on digital transformation, cloud, Generative AI, which are really growth drivers
in the market. When clients or industries are looking at that we are ready with that, and we have that as one
of our growth engines."
jswsteel,"Could you give some NSR guidance like you gave for coking coal, similarly NSR, if you can?","It's difficult to give an NSR guidance because markets will not be in our hands. But I think it
would be fair to say that the cost benefit of the lower coking coal prices and some impact of
the recent iron ore price reductions would flow into our costs and therefore, reduce our costs in
this quarter. And that would essentially help the margins. So, the margins should be range-
bound. And on an absolute number, things will improve since the volume is expected to be
better."
jswsteel," So first is on coking coal. So, this quarter, we are looking at around
US$45-50 less coking coal cost?","Yes, we expect that Q2, the coking coal prices will be US$45 to 50 lower than Q1."
jswsteel,"Yes. You mentioned that some of those correction in the steel price will flow to Q2, so which
had happened in Q1, that will flow to Q2. So just how much would that be?","As we said, the US$45 to US$50. So, our Q1 coking coal was US$285, which increased by
US$11. We expect on this $285 a drop of US$45 to US$50 in Q2 in coking coal. Yes. So that
would positively impact our cost."
jswsteel,"Sure. And sir, this export, you mentioned it's around 15% of the volume. This momentum in
export will continue or because the global demand scenario is slightly volatile, how do you see
the export proportion moving, going ahead?","So, we would say that exports at this level, by and large, would continue. I would say, 15%
plus/minus a bit will be the exports, so maybe 12%, what we had, 12% to 13%, which we had
last year as a whole and has now been at 15% because last year was primarily impacted by the
export duty. As you are aware, JSW Steel has a wide range in terms of customers as well as
geographies to which we export almost 100 countries, 100 touch points, various product lines,
which we do. So we would like to continue to do our exports and maintain our presence. And
in the range of 15% exports is something which we expect will be there."
jswsteel,"Is it possible to share what is the acceptance number,
both revenue and capital?","Acceptances -- revenue acceptances, we have US$2.6 billion, and capex acceptances are
US$207 million."
jswsteel,"I mean, as the coking coal prices are normalizing and
correcting, should we expect this revenue acceptances to go down and consequently debt level
to increase just because of this lower acceptances going into the future?","Yes. Some part of the acceptances would go down because of the lower coking coal prices, but
it will also result into an improved EBITDA. So, net of that, we will have some reduction in
acceptances, which might have an initial impact on the debt."
jswsteel,"how much
would that be in terms of rupees crores?","We have communicated, India plus overseas spend of about INR20,000 crores spend for the
year. For the first quarter, we incurred about INR4,094 crores in India. We are on track to
spend the capex which we have committed at the beginning of the year."
jswsteel,"The first one is on the production side. We mentioned that in the
quarter gone by, we had 92% capacity utilization due to maintenance shutdowns. I understand
that there will be some destocking of inventory that will happen at our end. So, are we
planning to take any maintenance shutdown in Q2?","Yes. In Q1, we had 92% utilization because a lot of shutdowns were planned, but the target for
the year, i.e guidance is 26.34 million tonnes. We are very much on the target. For Q1, we
have achieved 100% production target."
jswsteel,"And what would be the capacity utilization
for India operations?","So, the shutdowns were planned. Usually, in the first quarter of the year, you have annual
maintenance shutdowns. And so that was something which is a part of the process. We don't
expect any undue shutdowns, which is other than planned to impact our annual production.
And therefore, we are quite confident that production numbers, which we have given in our
guidance will be achieved."
jswsteel,"Is it possible to let us know to
the cash flow from operations in the quarter?","Long-term surplus of INR264 crores from the cash flow. So what is the EBITDA, what we
have got is incremental INR264 crores."
jswsteel,"I think there was an imposition of about 25% duty on
aluminum and steel getting imported from India in 2018. And there seems to be some amount
of relaxation coming in from there?","So the safeguard of 25%, which was imposed is prevalent today as well. And there was a
discussion that certain lines and certain products they are looking at exempting, so we would
look forward to some direction and clarity on this once this is decided between both the
countries. That would certainly be a positive and open up further avenues for trade with U.S.
And certainly a positive to the market. Yes."
kotakbank,"My first question is on miscellaneous income. So it's been very strong this
quarter. You have trading gains of around 240 crore and then you have other and
miscellaneous of around INR 600 crore. So would you have any break up of that
income?","Mahrukh, that's something I mentioned earlier. We get dividend from the subsidiaries
largely in the first quarter. As I mentioned, that's about 300 plus crore in the bank
standalone. This quarter we also had some benefit of a transaction from our ARD team
which brought in another income into that category. So yes that is in addition to the
MTM gain which we talked about."
kotakbank,"So, personal loans as guided by
you are growing very well. They're growing at 7% to 8% Q-o-Q. Is that pace comfortable
given talks around some asset quality issues in some segments?","See as we see it right now we don't see any major issues in these segments. Having
said that, the overall credit environment is normalizing right now, but overall we are
comfortable with all the unsecured segments and the way they are currently behaving."
kotakbank,"So can you just highlight maybe what's
leading to that and what should be the sustainable level of slippages and the credit cost
with this unsecured pool?","Yes, so, you know, if you have to look at the entire credit environment and how it has
evolved over the last two or three years, and then look at the current context, you know,
the COVID period is one which really served to flush out a lot of the stress in the entire
system. That had two impacts overall.One, if you take out a lot of the bad assets over a period of time, therefore, in the
following periods, a lot of the overall credit costs come down because the flows also
come down because recoveries tend to be good in that period and, you know, super
normal.
The second is because a lot of the weaker accounts have got flushed out, what you also
find is that subsequent underwriting in the immediately subsequent period tends to be
much better."
kotakbank,"anything on ECLGS, maybe the flow from the SME was that relatively higher in the
overall slippages or maybe broader slippages across the segments are being similar to
what we have seen in last few quarters?","No, flows from SME were not higher than normal and they're absolutely normal right
now."
kotakbank,"So because of the success of the ActivMoney product, I'm just wondering if you would
still maintain the stance you had in the previous quarter call, where you said that NIM
probably, based on your assessment so far, does not decline below 5%. Would that still
be correct, given that ActivMoney seems to be cannibalizing CASA?","So just let me take that. Yes, if you look at the fact that this quarter, last quarter itself,
we had talked about the fact that the 5.75% was a peak and you could see some
correction there. We've talked about this period we've closed at 5.57%. While the
ActivMoney does mean that we are paying higher than what we would have done on savings account, but recognize that the ActivMoney costs us decently lower than what
a equivalent time deposit would have cost."
kotakbank,"I think that the cash and other balance increased quite a bit at the quarter end. Is there
some one-off here or maybe?","Some of that is 2000 rupee notes which came in there but not a significant one. It's
actually if you look at the last year it was 40,000, we are at 44,000 right now. So it's not
completely unusual there"
kotakbank,"Now, if I try and impute from that, the
cost of term deposits, it seems to indicate that, from the bottom of first quarter last
year, it seems to be up about 200 basis points. So is that rough number correct? And
does that mean that, there is not much incremental re-pricing that is to happen on the
term deposit book?","No, I don't think it's as sharp as 200 basis points. If you look at last year to this year, it
would be certainly lower than the 200 basis points, which you're talking about. We need
to look at it on an average basis, not on a period end basis."
kotakbank,"So any indication on where we are
in terms of the incremental versus the stock of term deposits, perhaps?","Yes. So lot of the term deposits, which are taken earlier, durations are not long. So a lot
of them have got priced in, in terms of the renewals. And as we go forward, some more
will get priced in, but assuming the rates stay as they are, then maybe after a quarter or
so, I guess most of that would have happened."
kotakbank,"So your attrition rate has gone up quite sharply over the last two years.
What's causing this and how it's impacting your operations?","So if you see the breakup of the attrition, and I
just want to quote some numbers, at the senior management level, it's around 10%, at
the middle management level, it's less than 20%. It's only in the junior management,
which is really at about 50%, which is what our disclosure is. And this is largely in sales,
service and call center, some amount in collections Firstly, this was the first full year post COVID, where people have decided their calls as
far as their careers are concerned and we have had some spillover of attrition this year. We are focusing on a number of areas to reduce the attrition. Working on a number of platforms and areas, including how to make ease of working,
better engagement, training, benchmarking, and technology automation and how to
make their lives easier."
kotakbank," Is it the reason that cost, employee cost is going up for all
the banks? ","So I think, if you look at it, from an employee cost perspective, Jaimin gave you the
number, if you take out the retiral one time cost, it is 20% Y-o-Y and if you see banks
across, that is a number that is more than in line with industry trends. More importantly,
it is important from a longer term productivity perspective to reduce the attrition. So,
that is where I would put the emphasis on."
lt,"Does the current quarter include High-Speed Rail order,
which we announced on 22nd of July?","So the orders in the Infrastructure segment includes the C3 order. As you may be aware, this
bid happened on 11th of April, early April 2023 and as part of the process, the letter of award
was formally issued in July, but before June itself, we had completed the relevant
documentation. And incidentally, since we are executing the C4 package, I also would say that
the preliminary work for the C3 package also has started."
lt,"The core margin Y-o-Y were weak.
So when do you think the impact of the legacy projects will wear off?","So a major part of these jobs should get completed in the first half or possibly definitely by Q3
of the current year. And it is basis this construct that we have given a guidance of 9% for the
full year with a clear view that the first 6 months for Infra could be a little subdued."
lt,"My first question is on the mention of the commercial property sale during the quarter, which
you mentioned in your press release, could you just elaborate a bit on that, sir?","As you are aware, our Realty business comprises of both commercial and residential real
estate. In Q1, we completed the sale of a commercial real estate in Bombay that gave us almost
around Rs 80 crore of profit and it is included in the segment result of the Others segment."
lt,"So could you elaborate on how much support we have
received so far?","Okay. So in FY '23, we received the government assistance of Rs 100 crores. In Q1 current
year, we received another Rs 150 crores. And as we speak in the month of July, we have
received another Rs 300 crores. So in all aggregate, we have received Rs 550 crore till date,
and we expect to possibly get another Rs 450 crores, which is the first instalment of Rs 1,000
crores very shortly."
lt,"And what is the view on the outlook of getting maybe Rs 2,000 crores over the
period of 3 years. And are we on track on the revenue?","So I would say it has been building our overall construct that Rs 1,000
crores each of the years in FY '24 and FY'25 and FY '23 is what got spilled over, but we do
expect the government to help us out disbursing the money’s at the soonest."
lt,Can you elaborate a bit more on what's driving this execution strength?,"So Puneet, it's a combination of all the statements that you made i.e. the size of the order book and the scale of the projects that we have secured over the last two years in terms of larger project outlays, larger project bids"
lt,"Is it just the sheer number of projects that you're doing has gone up or the
scale has gone up -- what's driving this humongous growth in revenue?","So, the size of the projects and the scale of the project has
helped us to achieve this kind of revenue execution momentum and that is what is helping us
out. And as you may be aware, we are also investing a lot on construction equipment or project
equipment that will enable us to speed up the execution momentum."
lt,"first question is on the statement said that the prospect
pipeline has increased and large part of these are large size orders from railways and other
segments. So what we are seeing is that on the capital goods orders, somewhere we are hitting
the capacity constraint. So we see the coming quarters, there could be some challenges on the execution side because of shortage of equipment. And you can highlight in which segments
you have seen this kind of buildup happening where the capacity utilisation has been gone up
from the supply side?","So Parikshit, while I was giving you the order prospects pipeline where I also gave a split of
the 5.85 prospect pipeline for Infrastructure segment for the balance 9 months. I also gave you
a breakup ranging between Transportation Infrastructure, which is the highest to Minerals and
Metals at 6%, which is the lowest across the entire 5 or 6 subsegments that we have. Once
again, I wish to reiterate here that the actual set of opportunities that could come in these
segments could be possibly even more higher, but we are mindful of the fact that today, the
Infrastructure segment itself is having almost a 3 trillion order book for execution. So we are
targeting the projects where we have the capacity to execute and also the competition intensity
for such kind of a orders is a shade lower."
lt,"So, can you highlight on what stage we are in
terms of closures and most likely when we get approval, there's money coming in?","So, at this juncture, as you may be aware, IDPL is a holding company that has 8 operating road
assets and one transmission line asset. The approvals from agencies like NHAI, Ministry of
Road and Surface Transport and other customers is in the progress. The target is to try to
complete it in Q2, but there is a possibility it can slip over to Q3."
lt,"Could you give some color on what is driving this increase, whether it is onshore,
offshore hydrocarbons, overseas or domestic and so on?","I think I gave you the breakup of Hydrocarbons, both over domestic and overseas. So, the total
Hydrocarbon prospects is at Rs 3.47 trillion, okay. I think you can take Rs 1 trillion as offshore
and Rs 2.5 trillion as onshore."
ltim,if you could help us with the quantum of the wage hikes for the year?,That will be in line with the industry standard. So it will be pretty much as per the plan that we had laid down at the beginning of the year.
ltim,"Now we have seen this marginal drop this quarter, say minus 1%, and you guys have also ramped up a little bit on deals. And in your opening remarks, you spoke about some benefit or some clients at least opening up the execution part, while some continue to be in pause. Now as we enter 2Q, 3Q and some of the clients are also looking at almost half the year gone by with, let's say, 4 months in pause. So what are your expectations here?","Yes. So I'll take that. So if you look at BFSI grew 12% Y-o-Y for us. And I think Mohit you actually raised an important point. What we are seeing is, for most of our clients, they work on a calendar year basis, right? So for 6 months, this calendar year, their own spend has been muted. So we are seeing some signs where they're looking to see for the rest of the year, what are the programs that they continue to fund. But I think as of now, I mean I hate using the word budget flush, but there is nothing in that direction, just to give you a sense. So people are looking to do programs, where the ROI , where there is clear benefit that the business is getting or where there is a need from a risk and compliance perspective, those are the programs that are getting funded. But what we are seeing is that what DC talked about, the continuing hiring freezes still continue. I think it's about the next couple of months where we'll figure out whether they will continue to stay for the rest of the year or they will start to ease off in this quarter, rest of their calendar year."
ltim,"And second one was this reclassification of 1,000-odd employees. Does their job profile change? Or do they continue to do the same work.","The job profile doesn't change. As we were bringing both the companies together, each of us had sort of slightly different way of categorizing certain functions. So as part of our merger synergies, we looked at industry standard practices and adopted those. So what they were doing or what the functions they are part of remains the same. It's just that those functions are now reported consistently to the rest of our peer group in how they are classified."
ltim, It looks like there is a very sharp growth recovery in the top account. Is this possibly related to any budget flush in that account given their fiscal closes in June?,"I can only say that if you look at the top 5, there is a decent growth in terms of the top 5 accounts. And as a part of our top 100 program, we are going to stay very focused in terms of the Focus 100 accounts and which will also reflect in the growth of the top 20 as well as top 40 accounts. So that's what we should be looking at."
ltim,"Also any color from the top account on how the budgets were, how their new fiscal year is shaping up, given it sets the tone for a lot of tech activity?","But to your specific questions, in terms of High-tech, I would say, first of all, some of the fiscal years are July to June. But overall, in terms of High-Tech, we can see very good momentum, including all the accounts that is part of that portfolio."
ltim,"Any budget cuts that you are seeing in your broader portfolio of key clients, let's say, the top 100 clients?","Actually, what's interesting is in the recent Gartner article, they have talked about a 5% growth in budgets even in this year. I think the thing is the budget on paper exists, but the decisions are going to the board, and they are taking more cautious decisions in quarter as they wait to see what -- see, it is a paradoxical time, right? Where governments are looking to see what they can do about inflation. So central banks, whereas unemployment is lower, you know whereas other indicators suggest that demand is healthy. So I think clients are also trying to figure out this paradox and taking decisions accordingly. I think we see a stability in interest rate regime, which we are likely to see, then I think clients will have a lot more confidence in terms of releasing the budgets that they've already actually planned for during the financial year at least as per projections that the likes of Gartner have made."
ltim,So do you expect the remaining quarters growth to be paced out equally across the quarters?,"Well, I think as you can make out, as we have indicated that some of the concerns that we have are more in terms of the freezes in terms of onboarding that we see in some of the BFS clients as well as the delay in decision-making. Now that's something which we will hope that by Q1, it should be easing out which did not. And I don't think we can predict in terms of where it will be , but otherwise, there is nothing for us to believe that our second half will be any different from the second half of last year, for example. So I think the only thing we are hoping is some of the freezes go away and some of this decision- making is faster. And I think that actually help us in terms of looking into the rest of the year."
ltim,"So as you mentioned in your opening remarks, that continues to see strong demand. So I mean, is the demand again in the travel vertical across the board?","Well, I would say travel and hospitality is seeing good traction and the business travel is not back to the same levels, but otherwise, we can see very good traction in terms of travel as well as in the rest of the hospitality, the hotels, etc., hotels as well as the restaurant chains, etc, all these things are definitely showing good traction."
ltim,"One is on the employee costs. So headcount is down about 2% quarter-on-quarter. But despite that, employee costs are flat to slightly up. This is even with an effort to shift slightly offshore by about 10 basis points. So I want to check if there are any one- off costs in employee costs this quarter, such as bonus for people or some sort of wage adjustment as part of the integration.","No, Ravi, there is no one-off cost involved into it. This is partly driven by some of the policy harmonization that we do as part of these 2 companies coming together. And also, there is a slight increase in the on-site, while the net headcount has come down, there's an increase in the on-site headcount versus the offshore headcount, this is the new incremental headcount that comes in. So that has resulted into the cost being a little bit higher. But no alarming thing, nothing to worry about that."
ltim,"We usually have a seasonality with the pass through going away, but this seems a bit more than usual. So is there anything that's vertically specific, client specific in ROW?","Yes. ROW is client specific. See for us, the 2 biggest markets, which contribute 90% of our revenue are Europe and the U.S. and both are U.S. is up 10% Y-o- Y and Europe is up 7.3% Y-o-Y. So this is client specific. The business in this region tends to be much more project specific. So as projects get over, those kind of changes. We have also been careful about some of the programs that we're entering, especially in the India market, being cautious to make sure that we choose the right projects to bid."
m&m,"is the company planning to apply to the regulators for a board
seat on RBL board?","So, the answer is no. Our approach was at this point just to take a stake that was meaningful
enough for us to be able to engage with them, but we do not have an intention as I said of
becoming a bank. So, there is no discussion of a board seat. There is no intention from our side
to take a board seat. And that's where we are."
m&m,"Manoj, can I ask one question just on the financials, if you could just talk us through in terms
of what were the price increases and commodity changes that we have seen for the quarter and
how is the outlook for second quarter and the price increases there?","So, I think I won't give specific price increases etc., but I think more from a perspective of
looking forward, I think two parts here. So, we do expect that the commodity environment at
least what we are pricing in is a benign environment going forward also and I think in that
environment, I think we'll have to see what we can do on the pricing front. I think that's point
#1. Point #2 is as we look at from a goal perspective as we have, if you saw the quarter-on-
quarter margin increases, I think we are all goaled towards improving margins over a period of
time and that's something we will strive towards. So, I think that's the broad guidelines without
getting into the details of how much price increase etc., I think, and this is a dynamic kind of
phase where we will take select price increases in select products at different times. But
Rajesh, any more color if you want to add?"
m&m,"This is coming
from Raghunandhan, who's basically asking whether with commodity prices in a benign
environment and also run out of introductory pricing, do you see those helping you on
margins?","Yeah, the answer is not going to be very different to both of these questions. I think we made
substantial progress and over delivered on what we had said will be the margin improvements.
We had said that we will not get anywhere near F19 margins unless we see a significant
commodity correction. We are very close to F19 margins in spite of not having a significant
commodity correction or a significant correction in cost structures. So, I think you should just
trust our desire as much as yours to want to over deliver on margin because that's important for
us as well. So, I would just leave it at that rather than saying are we going to increase margin
by X or Y or Z? That I think the trend line show our intent."
m&m,"My question is can you double click on the review mechanism which we have set in place for
monitoring whatever targets for each of your subsidiaries which you have said, what is the real
review mechanism and I think you also talked about implementation is the core, right. What is
that?","So, there are two sets of things we have. First is we've got a set of what we call war rooms, but
they're essentially strategy review once a year. Three months later, budget review, which is a
budget set based on that strategy. Three months later, a people review, which is do we have the
right set of people to be able to drive that and three months later an operating review, which is
how is the business operating as compared to the budget that we've set? So, that's an annual
cycle of reviews that we do for every business, which is a very in-depth discussion. In the case
of auto and farm, it will span an entire day, in the case of some of the other businesses, it may
not spend an entire day, it would be half a day or it may be a little less based on the size of the
business. The second thing that we have is a monthly review for what we call breakthrough
projects. So, for each of these businesses, especially where we have investment, we are looking
at what is the clear set of outcomes that will be driven. What are the input metrics for that
investment? And therefore, there's a monthly review on breakthrough projects with each of
those businesses and that's how we continue to look at, are we on track? If we are not on track,
what corrective action should we take and I mean, everything will not work. If everything is
working, then we're not taking enough risk. There may be some things that don't work, but we
need to be able to take corrective action quickly and that maybe is one thing I've missed in
Kapil’s question on capital allocation is the ability to act fast if things don't work, we're not
going to stay sort of long and keep waiting for or hoping for things to turn around over a long
period of time. And that's part of the reason for this review philosophy."
m&m,"These are all farm related. So, let me start with the first one, Farm machinery. What does
it take to get to 40%?","Actually, we won't worry about how to get to 40%. I think that we are sure is going to happen
during the course of the year. We are on a low base relative to the size of the Indian market.
Size of the Indian market is in the region of 6000 crores-7000 crores. We are right now in the
region of 600 crores-700 crores. So, we are way below the weight we need to play. So, we
would be very disappointed if we don't do 40% this year. We actually have to look at much
higher growth rates, multiple new products and segments that we're getting into. We are
relaunching the Swaraj harvestor with a significantly improved product in the next season,
which is a month from now. So, there are multiple initiatives in play and we'll be very
disappointed if we don't do 40%."
